RUN1,RUN2,RUN3
3.1153495640339792,3.0871185244001653,3.043163112200558
3.1291698152181673,3.0871185244001653,3.043163112200558
3.1291698152181673,3.0871185244001653,3.043163112200558
3.1291698152181673,3.0727125301137415,3.0148721516390866
3.118606408604004,3.0727125301137415,3.0146948437904846
3.118606408604004,3.0727125301137415,3.0146948437904846
3.118606408604004,3.0727125301137415,3.0146948437904846
3.0889255251219856,3.0727125301137415,3.0146948437904846
2.9932050671048867,2.930529937810631,2.917382186733138
2.9932050671048867,2.930529937810631,2.917382186733138
2.978226082161817,2.930529937810631,2.917382186733138
2.978226082161817,2.930529937810631,2.917382186733138
2.978226082161817,2.930529937810631,2.917382186733138
2.978226082161817,2.930529937810631,2.917382186733138
2.954889094231173,2.930529937810631,2.917382186733138
2.9135041442393943,2.918255052753037,2.9126963863068767
2.912018697259551,2.918255052753037,2.9126963863068767
2.912018697259551,2.918255052753037,2.9126963863068767
2.912018697259551,2.918255052753037,2.9126963863068767
2.912018697259551,2.918255052753037,2.9126963863068767
2.912018697259551,2.918255052753037,2.9070483747938525
2.912018697259551,2.9124548343206325,2.9070483747938525
2.9055418491106852,2.8849491572279544,2.9070483747938525
2.9055418491106852,2.8849491572279544,2.9070483747938525
2.9055418491106852,2.8849491572279544,2.9070483747938525
2.9055418491106852,2.8849491572279544,2.9070483747938525
2.9055418491106852,2.8849491572279544,2.9070483747938525
2.9055418491106852,2.8849491572279544,2.9070483747938525
2.9055418491106852,2.8849491572279544,2.9070483747938525
2.9037568948222727,2.8849491572279544,2.9019557447838453
2.9037568948222727,2.8849491572279544,2.9019557447838453
2.9037568948222727,2.8849491572279544,2.9019557447838453
2.9037568948222727,2.8849491572279544,2.9019557447838453
2.9037568948222727,2.88168722735068,2.9019557447838453
2.9037568948222727,2.88168722735068,2.9019557447838453
2.9037568948222727,2.88168722735068,2.9019557447838453
2.9021135509419715,2.8805163663594446,2.9017010983703013
2.9021135509419715,2.8805163663594446,2.9017010983703013
2.9021135509419715,2.8805163663594446,2.9017010983703013
2.9021135509419715,2.8805163663594446,2.9009164555326
2.9021135509419715,2.8805163663594446,2.9009164555326
2.902092466360093,2.8805163663594446,2.9009164555326
2.8969594026201304,2.8805163663594446,2.9009164555326
2.8916962693520905,2.8805163663594446,2.9009164555326
2.8916962693520905,2.8805163663594446,2.9009164555326
2.8916962693520905,2.8805163663594446,2.9009164555326
2.8916962693520905,2.8805163663594446,2.9009164555326
2.8916962693520905,2.8805163663594446,2.9009164555326
2.8916962693520905,2.8805163663594446,2.9009164555326
2.8916962693520905,2.8805163663594446,2.9009164555326
2.888998697304492,2.8805163663594446,2.9003013341014854
2.888998697304492,2.8805163663594446,2.9003013341014854
2.888998697304492,2.8805163663594446,2.9003013341014854
2.888998697304492,2.8805163663594446,2.9003013341014854
2.888998697304492,2.8804328473615355,2.9003013341014854
2.888998697304492,2.8804328473615355,2.9003013341014854
2.888998697304492,2.8804328473615355,2.9003013341014854
2.888998697304492,2.8804328473615355,2.8985377316859333
2.888998697304492,2.8804328473615355,2.8985377316859333
2.888998697304492,2.8804328473615355,2.8985377316859333
2.888998697304492,2.8803136981073063,2.8985377316859333
2.888998697304492,2.8803136981073063,2.8985377316859333
2.888998697304492,2.8803136981073063,2.8985377316859333
2.888356957090961,2.8803136981073063,2.8985377316859333
2.885731480868131,2.8803136981073063,2.8976539368932825
2.885731480868131,2.8803136981073063,2.8976539368932825
2.885731480868131,2.8803136981073063,2.8976539368932825
2.885731480868131,2.8803136981073063,2.8976539368932825
2.885731480868131,2.8803136981073063,2.8976539368932825
2.885731480868131,2.8803136981073063,2.8976539368932825
2.885731480868131,2.8803136981073063,2.8976539368932825
2.885731480868131,2.869191183960815,2.8976539368932825
2.885731480868131,2.869191183960815,2.8976539368932825
2.885731480868131,2.869191183960815,2.8976539368932825
2.885731480868131,2.869191183960815,2.8976539368932825
2.885731480868131,2.869191183960815,2.8976539368932825
2.885731480868131,2.869191183960815,2.8976539368932825
2.885731480868131,2.869191183960815,2.8976539368932825
2.885731480868131,2.869191183960815,2.896906213649238
2.885731480868131,2.869191183960815,2.896906213649238
2.885731480868131,2.869191183960815,2.896906213649238
2.885731480868131,2.869191183960815,2.896906213649238
2.885731480868131,2.869191183960815,2.896906213649238
2.885731480868131,2.869191183960815,2.8959454671677465
2.885731480868131,2.869191183960815,2.8959454671677465
2.877252416325683,2.866650807781478,2.8932781967164862
2.877252416325683,2.866650807781478,2.8932781967164862
2.877252416325683,2.866650807781478,2.8932781967164862
2.877252416325683,2.866650807781478,2.8932781967164862
2.877252416325683,2.866650807781478,2.8932781967164862
2.877252416325683,2.866650807781478,2.8932781967164862
2.877252416325683,2.866650807781478,2.8932781967164862
2.877252416325683,2.866650807781478,2.8909578388989834
2.877252416325683,2.866650807781478,2.8909578388989834
2.877252416325683,2.866650807781478,2.8909578388989834
2.877252416325683,2.866650807781478,2.8909578388989834
2.877252416325683,2.866650807781478,2.8909578388989834
2.877252416325683,2.866650807781478,2.8909578388989834
2.877252416325683,2.866650807781478,2.8909578388989834
2.877252416325683,2.8644524752457112,2.8909578388989834
2.877252416325683,2.8644524752457112,2.8909578388989834
2.877252416325683,2.8644524752457112,2.8909578388989834
2.877252416325683,2.8644524752457112,2.8909578388989834
2.877252416325683,2.8644524752457112,2.8909578388989834
2.877252416325683,2.8644524752457112,2.8909578388989834
2.877252416325683,2.8644524752457112,2.8907908624510403
2.877252416325683,2.8644524752457112,2.8887302452139054
2.877252416325683,2.8644524752457112,2.8887302452139054
2.877252416325683,2.8644524752457112,2.8887302452139054
2.877252416325683,2.8644524752457112,2.8887302452139054
2.877252416325683,2.8644524752457112,2.8878413607376174
2.877252416325683,2.8644524752457112,2.8878413607376174
2.877252416325683,2.8644524752457112,2.8878413607376174
2.877252416325683,2.8643993519724007,2.8864829956501437
2.877252416325683,2.8643993519724007,2.8864829956501437
2.877252416325683,2.8643993519724007,2.8864829956501437
2.877252416325683,2.8643993519724007,2.8864829956501437
2.876746027809846,2.8643993519724007,2.8844931502737396
2.876746027809846,2.8643993519724007,2.8844931502737396
2.876746027809846,2.8643993519724007,2.8844931502737396
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.8643993519724007,2.8839294332913297
2.8738782124937616,2.863512730587854,2.8839294332913297
2.8738782124937616,2.863512730587854,2.8839294332913297
2.8738782124937616,2.8622225108762738,2.8839294332913297
2.8738782124937616,2.8622225108762738,2.8839294332913297
2.8738782124937616,2.855615823429591,2.8839294332913297
2.8738782124937616,2.855615823429591,2.8839294332913297
2.8738782124937616,2.855615823429591,2.8839294332913297
2.8738782124937616,2.855615823429591,2.8839294332913297
2.8738782124937616,2.855615823429591,2.8839294332913297
2.8738782124937616,2.855615823429591,2.8839294332913297
2.8738782124937616,2.855615823429591,2.8839294332913297
2.8738782124937616,2.85553059944113,2.8839294332913297
2.8738782124937616,2.85553059944113,2.8839294332913297
