RUN1,RUN2,RUN3
2.3364650907811266,2.34286564047894,2.3098503863591806
2.3364650907811266,2.3477698873294117,2.3098503863591806
2.33459673015087,2.3477698873294117,2.3098503863591806
2.33459673015087,2.3477698873294117,2.3098503863591806
2.334580580840039,2.3477698873294117,2.3098503863591806
2.332875172280195,2.345682139967553,2.3098503863591806
2.332875172280195,2.345682139967553,2.3098503863591806
2.332875172280195,2.345682139967553,2.3098503863591806
2.3077668328262724,2.2810546556204554,2.2081320315381947
2.3077668328262724,2.2444817792643197,2.2081320315381947
2.3077668328262724,2.2444817792643197,2.2029140675882184
2.3077668328262724,2.2213309550540163,2.200376497475696
2.3077668328262724,2.2213309550540163,2.200376497475696
2.3077668328262724,2.2213309550540163,2.200376497475696
2.3077668328262724,2.2213309550540163,2.199752694021239
2.2832374646057603,2.162800741015531,2.1748142748332766
2.2832374646057603,2.162800741015531,2.1748142748332766
2.2832374646057603,2.162800741015531,2.1748142748332766
2.2832374646057603,2.162800741015531,2.1748142748332766
2.2832374646057603,2.162800741015531,2.1748142748332766
2.2763497511983704,2.162800741015531,2.1748142748332766
2.2763497511983704,2.162800741015531,2.1748142748332766
2.252986610484341,2.162800741015531,2.1645786425021125
2.252986610484341,2.1596635169911056,2.1645786425021125
2.252986610484341,2.1596635169911056,2.1645786425021125
2.252986610484341,2.1596635169911056,2.1645786425021125
2.252986610484341,2.1596635169911056,2.1645786425021125
2.252986610484341,2.1596635169911056,2.1645786425021125
2.252986610484341,2.1596635169911056,2.1645786425021125
2.2343612384499134,2.1523557401668154,2.1645786425021125
2.2343612384499134,2.1523557401668154,2.1645786425021125
2.2343612384499134,2.1523557401668154,2.1645786425021125
2.2343612384499134,2.1523557401668154,2.1645786425021125
2.2343612384499134,2.1523557401668154,2.1645786425021125
2.2343612384499134,2.1523557401668154,2.1645786425021125
2.2343612384499134,2.1523557401668154,2.1645786425021125
2.205219806743122,2.151913138802015,2.1645786425021125
2.205219806743122,2.151913138802015,2.1645786425021125
2.205219806743122,2.151913138802015,2.1645786425021125
2.205219806743122,2.151913138802015,2.1645786425021125
2.205219806743122,2.151913138802015,2.1645786425021125
2.205219806743122,2.151913138802015,2.1645786425021125
2.205219806743122,2.151913138802015,2.1645786425021125
2.199470215201071,2.151913138802015,2.1645786425021125
2.199470215201071,2.151913138802015,2.1645786425021125
2.199470215201071,2.1446226179477703,2.1645786425021125
2.199470215201071,2.1446226179477703,2.1645786425021125
2.199470215201071,2.1446226179477703,2.1645786425021125
2.199470215201071,2.1446226179477703,2.1645786425021125
2.199470215201071,2.1446226179477703,2.1645786425021125
2.199470215201071,2.1446226179477703,2.1645786425021125
2.1975991449949257,2.1446226179477703,2.1645786425021125
2.1975991449949257,2.1446226179477703,2.1645786425021125
2.1975991449949257,2.1446226179477703,2.1645786425021125
2.1905263309171046,2.1446226179477703,2.1645786425021125
2.1795164721924456,2.1446226179477703,2.1645786425021125
